<ανά>γνωστος
θρ
θριδακηίς
θρύινος
θυίσκη
θυίτης
θυγατροποιία
θυμοραιστής
θυμώδης
θυννόσκοπος
θυρεατικοὶ
θυρεόφορος
θυρόκοπος
θωρακοί
θωρηκ
θωυκτήρ
θωύσσω
θόλος1
θύ[η]σις
θύινος
θύω
θῆσσα
ιον
ιος
ιος1
ιος2
ις
ισο
κάδος1
κάλαις
κάλλιθριξ
κάλλιπόταμος
κάλπη1
κάλυπτρα
κάλως2
κάμπη2
κάννα2
κάπος2
κάρα1
κάρος1
κάρπιον2
κάρτος2
κάς
κάταγμα
κάτισις
κάτισις1
κάτοπτος
κάττα1
κήλας1
κήυος
κίλλος1
κίς1
καί1
καί2
καί3
καί4
καίτοι
καγγελλωτή
καθαρουργ<ε>ῖον
καινοποία
καιροεύω
καιρός1
κακήγορος
κακκάβη
κακοίλιος
κακογήρως
κακοζωία
κακοποιία
κακοφυία
κακόλογος
καλάινος
καλαμευτής
καλεσίχορος
καλλίγραφος
καλλαινιοποιοῖς
καλλι
καλοκἄγαθος
καλολάιγξ
καλούφαντος
καλυβοποιία
καλός2
καμίνοθεν
καματώδδης
καμπή1
κανήφορος
καρπίζω1
καρπισμός
καρπόγονος
καρπόλογος
καρπός
καρπότοκος
καρπόφορος
καρτός1
καρυίτης
καρυατίζω
καρυοωτὸς
καρυοώδης
καρυοῶτις
καρύινος
κασταναικόν
καστανικαί
κασωρικὸς
κασῆς1
κατά1
κατάπυρος
καταίγδην
καταίσσω
καταβαύζω
καταγαίδιοι
καταγλαίζω
καταδέω
καταδεής
καταδηιόω
καταλέγω
καταλεύω1
καταληίζομαι
καταμελειστί
κατανέω1
καταντία
καταπεριίστημι
καταπεριπεφρονημένως
καταπλώω1
καταπραύνσις
καταπραύνω
καταπροίεμαι
καταπροίξομαι
καταρροίζομαι
καταρροικός
καταταρταρτεταμένως
καταχλάω
καταχορχρέομαι
κατισμός2
κατοίκια2
κατοικέσια2
κατοικία1
κατοπτικὸς
κατώμηλ
καύστριος
καὶ
καὶ1
καὶ3
καῖρος2
καῦσος
καῦστρα
κείω
κενόλογος
κεράστης1
κεράσφορος
κερέινος
κεραΐς
κεραίζω
κεραίς
κεραίς1
κεραίτης
κεραισμός
κεραιστής
κεραστής2
κερδίξω
κερδῷος
κερκιδοποιική
κεστιανὰ
κηλάς2
κηλότομος
κηλόω
κημός1
κηποποιία
κηραίνω
κηροτρόφος1
κηρότροφος2
κικυμώ<σσ>ω
κιλλός2
κινδαψοῖο
κιτρᾶτον
κλάριος1
κλάριος2
κλάω
κλέω
κλήρουχος
κλίσιον1
κλίτος1
κλείδουχος
κλείω
κλειτός1
κληίσκω
κληρόνομος
κλινοποιική
κλῄζω1
κλῆρος1
κλῆσις1
κλῆσις2
κνηκός2
κνηστίς2
κνύζα1
κνῆκος1
κνῆστις1
κοί
κοίζω
κοίκινος
κολαφασμός
κομέω1
κομμός1
κομμώ1
κονίς2
κοντός1
κοπίζω
κοπίς2
κοράκινος1
κορέω
κορίζω
κορακῖνος2
κορεία
κοριοειδής
κορμός1
κορσοειδὴς
κορυθάιξ
κορός
κοσμοποιία
κουρήιος
κουρίζω1
κουφολιθος
κράδαλος1
κράμβος
κράνος1
κράς1
κράτος1
κρέα
κρήινον
κρήιον
κραίαρχος
κραίζω
κραίσκος
κραδάω
κραδαλός2
κρανάινος
κρανέινος
κρανίδιον
κρανίον1
κρασ<ε>ίδιον
κρατία
κραταιίς
κραταιλέως
κρατιστ<ε>ία
κραῦρος1
κρείσκος
κρείων1
κρεοβορέω
κρεοδείρα
κρεοθέτης
κρεών2
κρημνός1
κριον
κροκήιος
κροκωτόφορος
κροκόω
κροκώδης
κρομμυπώλης
κρομμυπώλιον
κρώβυλος
κτερείζω
κτηνότροφος
κυάνοθριξ
κυίσκομαι
κυθερηίς
κυκύιζα
κυλιχνῆστις
κυρηναικός
κυρτός2
κυφαγωγὸς
κυφός1
κυόφορος
κωμῳδοποιία
κωπαίς
κόιξ
κόμπος1
κόνις1
κόπις1
κόριον
κόρος
κόχλιας
κύδος2
κύμβη
κύπρινος
κύρτος1
κἀγαθος
κῆλον1
κῦδος1
κῦφος2
κῶς1
λάθος1
λάινος
λάμπη
λάρινος2
λάρος1
λάτομος
λάτυπος
λάχνος1
λέγω
λέκιθος1
λέπας1
λέπτοθριξ
λέως2
λήιον
λήιον1
λήιτον
λήϊον1
λίβος2
λίποθριξ
λίς
λίψ1
λα
λαίειος
λαβἡ
λαγώβολον
λαθραῖς
λαθρόφαγος
λαικός
λαικόω
λαιμός1
λαισήιον
λαιός1
λαμπάδουχος
λαμπάς
λαρινός1
λαρός2
λατινος
λαόγραφος
λαός1
λεία1
λείν
λεμφυφαντής
λεξικος
λεπάς2
λεπτουφής
λεπτυσμος
λεπτόινος
λεπτόλογος
λευκο<ί>κιον
λευκουφής
λευκόινος
λευκόιον
λευκός2
λεχώιος
λεύκοθριξ
λεώδης1
λεῦκος1
ληίδιος
ληίζομαι
ληίνη
ληίς
ληιάς
ληιβοτήρ
ληινόμος
ληιστός
ληιστύς
ληναίζω
ληναικός
ληνός1
λητοίδης
ληῖτις
λιβανοκαία
λιβανωτίς1
λιγυρός1
λιθοξοικός
λιθοσπαδὴς
λιθόλογος
λιθόξοος
λιθότομος
λιθόφορος
λιμβός2
λιμενοποιία
λιμενοποιικά
λιμηρός
λινοπυρος
λινουφής
λινουφικός
λινουφκός
λινούφιον
λιπαρία
λιποκρέως
λιπομαρτυρίου
λιποταξίου
λιπόρρινος
λιτός1
λιχανοειδὴς
λογάς1
λογοιατρεία
λογοποιία
λογοποιικός
λογχοποιία
λογόγραφος
λοιγός1
λοισθήιος
λουτροδάικτος
λοφίας
λοφοώδης
λοφόωσις
λοχοέω
λοῖσθος1
λυμαίνομαι
λυπρογέως
λυροποιία
λυροποιικός
λυχναπτέομαι
λυχνοκαία
λωίων
λωφήιος
λόγχη1
λόχος2
λύγξ
λύκη2
λύκολυγξ
λύσιθριξ
λᾶιγξ
λᾶιον
λᾶμνα2
λῆδος
λῆνος2
λῆξις
λῆρος1
λῦμα1
μά1
μάδαρα
μάιος
μάκροθεν
μάκροθι
μάκροθριξ
μάκρος2
μέλλω1
μέλπω1
μέλπω2
μέσακτος
μέσσοθεν
μέσσοθι
μέτασσα
μέτειμι
μή1
μή3
μήλειος
μήλοψ
μήτις2
μήτρα1
μίκρορραξ
μίξοθριξ
μαζηρὸς
μαιῆτις2
μακροιαμβεῖον
μακρουπνία
μακρός1
μαλάκια2
μαλάκοθριξ
μαλακία1
μαλλωσις
μαλός
μανία1
μαρτυροποιία
μαστιχᾶτον
ματαισμός
μαυλιστήπιον
μαχαιροκ[οπέω
μαῦλις
μείλγμα
μείρομαι1
μεγάλοθριξ
μεγαλοκέρως
μεγαλοφυία
μελάνια2
μελάνοζυξ
μελάνοθριξ
μελέινος
μελίζω
μελαγκέρως
μελαμεῖον
μελανία1
μελαναθὴρ
μελανονεκυοείμων
μελαντελχής
μελειστί
μελιτόω
μελοποιία
μενεδήιος
μεροπήιος
μεταίγδην
μεταίζω
μεταίσσω
μεταδρομθετέον
μεταδρόμθετος
μεταστολιζομαι
μετροποιία
μετόνομθεν
μηκώνικος
μηλιάδες
μηλοδαίκτας
μηνάνθος
μητρῳσμός
μηχανοποιία
μηχανοσφαιροποιία
μιαίφονος
μικροφυία
μισέρως
μισθόφορος
μισοίδιος
μιτοεργός
μνάσιον2
μνημήιον
μνοία
μνῆστρον
μολυβδοχοία
μονία1
μοναρχία1
μοναυλία
μοναχῆ
μοναχῆ1
μονοκέρως
μονόμαχος
μονόυλος
μονώψ1
μορέω
μορία
μοσχευματικὴ
μουσαισταί
μυίδιον
μυίνδα
μυίσκη
μυθοποιία
μυθόλογος
μυιικός
μυλακρὶς
μυλητικὴ
μυλλός
μυνάομαι
μυρμηκιά1
μυρμηκτέττιξ
μυροεῖον
μυρτὰς
μυωτός
μυῖα1
μωκός2
μωρόλογος
μόνοζυξ
μόσχος1
μόσχος3
μύδος1
μύζω1
μύινος
μύλλος
μύλλος3
μύξα1
μύουρος1
μύσος1
μύωψ
μώιον
μὴ
μὴ1
μὴ2
μὴ3
μὴ4
μὴ5
μὴ6
μὴπολλάκις
μῆδος1
μῆλον
μῆτις1
μῶκος1
νάισκος
νέατος
νέοζυξ
νέοθριξ
νέος1
νέω
νέω1
νήυτμος
νίκη1
νίκη2
ναίαρχος
ναίσκιον
ναιάς
ναιακός
ναικός
ναυαγός
ναυκράρια1
ναυκράτης2
ναυκραρία2
ναυκρατής1
ναυπηγκόν
ναός1
νεάνισκος
νεάς2
νεαλής
νειλωίς
νειρός
νειός1
νεκυικός
νεοθηλής
νεοσσεία
νεοσσοποιία
νεουργός
νεούφαντος
νευστικός
νεωποιία
νεωποιικός
νεωρός1
νεωτεροποιία
νεόδμητος
νεόρρυτος
νεώκορος
νεῦσις1
νη
νη1
νηίτης
νηιος
νηκέρως
νηρηίς
νησίς3
νηός
νικήφορος
νιννίον
νομαῖος1
νομοίστωρ
νομός1
νοσσὰς
νυκτερεία1
νυκτοβατίς
νυκτοπλοικός
νυμφαγέτς
νωίτερος
νωτόφορος
νόμαιος2
νόμιος1
νόμος2
νόστφιν
νῆις
νῆις1
νῆσις
νῆϊς1
νῦν1
νῦν2
ξ1
ξ2
ξ3
ξάνθοθριξ
ξεινήιον
ξενοδαίκτης
ξενόλογος
ξοίς
ξοανοποιία
ξυλον
ξυλον2
ξυλοναίσκιον
ξυλοπριστικὸς
ξυνάν2
ξυνήιος
ξυρόν1
ξυστικός
ξυστός
ξύλον1
ξύσμα
οἰήιον
οἰκοπεδικὸς
οἰκόδομος
οἰκόνομος
οἰκόφθορος
οἰνίζω1
οἰνιστήρια1
οἰνιστηρία2
οἰνοποιία
οἰνοχοικός
οἰνόχοος
οἰοπόλος
οἰστός
οἰσύινος
οἰωνόσκοπος
οἴκοτριψ
οἴνη1
οἴοθεν
οἴοθι
οἶις
οἶκος1
οἶνος1
οἷ
οὐ1
οὐ10
οὐ11
οὐ12
οὐ13
οὐ14
οὐ15
οὐ16
οὐ17
οὐ18
οὐ2
οὐ3
οὐ4
οὐ5
οὐ6
οὐ8
οὐ]λόσφαιρα
οὐά1
οὐίτουλος
οὐαστὴς
οὐδέ1
οὐδέ2
οὐδέ3
οὐδός
οὐκ2
οὐκοῦν2
οὐλάς
οὐλοκέρως
οὐλομέτ[ριον
οὐράνοθεν
οὐράνοθι
οὐράνοφι
οὐρέω
οὐρανοποιία
οὐρανοστεγὴς
οὐραχός
οὐραῖος1
οὐρβανὸς
οὐρός5
οὔ1
οὔ2
οὔ3
οὔ4
οὔ5
οὔ6
οὔ7
οὔιγγον
οὔκουν1
οὔριος1
οὔτι
οὔτι1
οὔτι2
οὔτι3
οὔτις1
οὖ1
οὖλος
οὖρον
οὖρος
οὗ
οὗ1
πάγος1
πάιλλος
πάλη
πάλος1
πάμμηνος
πάνουργος
πάντιν
πάραζυξ
πάραυλος
πάρειμι
πάρος1
πάρουρος
πάροχος
πάρφυκτος
πάστας2
πάτος1
πάχυθριξ
πέδοθεν
πέδορτος
πέδοτριψ
πέζις1
πέμπτος1
πέρ
πέρα
πέραιος
πέργαμον
πέρσης
πίασμα
πίσος1
παίδιον
παίδισκος
παίδοθεν
παγγλυκερός
παθοποιία
παιδήιος
παιδία1
παιδιά2
παιδιώδης
παιδογονία1
παιδογόνια2
παιδοποιία
παιδότροφος
παλαιστής1
παλαισταγὴς
παμβασίλεια2
παμβασιλεία1
πανάυπνος
πανάω
παναθηναίς
παναθηναικός
παναθηναισταί
παναρχαικός
πανδοκεία2
πανδόκεια1
πανελλήνια
πανουργικὸν
παντομεταβόλος
παντορέκτης
παράλληλος1
παράλληλος2
παράπλοος
παράφασις
παρήιον
παραίσσω
παραβάκτρος
παραλία
παραληπτής
παραλλαλή
παραλληλία1
παραλληλία2
παραλληλίζομαι
παραλληλεύομαι
παραλληλισμός1
παραλληλισμός2
παραλληλιστής
παραλληλιστικός
παραλογεί
παραπιέσις
παραπυίσκω
παραρραθυμέω
παραρρυίσκομαι
παρασκεπσκεάζω
παρασυναπτικὸς
παρασχιστής
παραφάσσω1
παραχρηοτηριάζω
παρείας1
παρειάς2
παρελκυ<σ>τής
παρηγεμονικὰ
παρηονῖτις
παρθένεια2
παρθένια2
παρθενεία1
παρωπία1
παρωραισμός
παρώπια2
παστάς1
παστιλλφόρισσα
παστιλλφόρος
παστός1
πατακτ<ρ>οράφος
πατρωιστής
πατρόνομος
παχύς1
παῖστρα
πεδήτης2
πεδίον2
πεδητής1
πεζίς2
πειρά2
πειραικός
πελαγόσδε
πελλαικόν
πελοποννήσιος
πελτασταί
πεμπταίζω
πεμπτός2
πεντάδλαδος
πενταναία
πενταφύλλος
πεντεκαιδεκαναία
πεξὸν
πεπλοποιία
περ1
περάω
περίαλλος1
περίβολος
περίδρομος
περίειμι
περίισος
περίοδος1
περίπλοος
περίστιχες
περίτεχννσις
περαίτης
περιίδρωσις
περιίζομαι
περιίστημι
περιαλή
περιγῦρεύω
περιθέλωμα
περιθέλωσις
περιθελόω
περιθνήσκω
περιιάλλω
περιιάπτω
περιιάχω
περιιδνόομαι
περιιδρόω
περιιδρύομαι
περιικνέομαι
περιιππάζομαι
περιιππεύω
περιισχναίνομαι
περιιτέον
περιιχνεύω
περικίσναμαι
περικαταγματικὴ
περικλήιστος
περινάιος
περινέω
περιξαμενῶς
περιπέζια
περιπέζια2
περιρρυσις
περισκέλια2
περισκελής
περιστένω
περιστερότροφος
περισώζω
περιτροχλισμός
περσηίς
πετροποιία
πετρόβολος
πεῖνα1
πεῖρα1
πεῖσμα
πηίσκος
πηλοποιία
πηλούσιον1
πηρός1
πιαντηριος
πιθών1
πιλοποιία
πιλοποιικός
πιλόφορος
πινακόγραφος
πισα
πιστικός
πιστοίασπις
πιστός
πιτυίς
πλάζω1
πλάνος
πλάτος1
πλήσιος
πλακουντοποιικός
πλατοποιία
πλατυίσχιος
πλατυκέρως
πλείων1
πλειστόβολος
πλειών2
πλεύροθεν
πλινθοποιία
πλινθόφορος
πλοκάριος
πλοκάρισις
πλοκίον
πλοκίον2
πλοκαρικός
πλοκᾶτος
πλουμ
πλουσιουφής
πλοῦτος1
πλωάδες
πλωήρ
πλωίζω
πλωίς
πλωεύομαι
πλωικός
πλωός
πλόκιον1
πλώιμος
πλώισις
ποικίλοθριξ
ποιμνήιος
ποιός2
πολίοθριξ
πολεμήιος
πολιᾶχος2
πολλαχῆ
πολυίαχος
πολυίστωρ
πολυαναλνωσία
πολυδειράς
πολυηκοία
πολυθεία
πολυιδρεία
πολυιππία
πολυιστορία
πολυκέρως
πολυκλήιδτος
πολυκλήις
πολυκρέως
πολυλήιος
πολυολϝέω
πολυπύ̀λος
πολυστρόφαλιγξ
πολυτέχνης1
πολυτειρής
πολυτεχνής2
πολυυδρία
πολυυλία
πολυυπνία
πολυχοία
πολυύμνητος
πολυᾶιξ
πολύβροχος
πολύιδρις
πολύινος
πολύιππος
πολύιχθυς
πολύλογος
πολύπαταξ
πολύπους
πολύπυρος1
πολύσιος
πολύυγρος
πολύυδρος
πολύυλος
πολύυμνος
πολύυπνος
πολύφορος
πομφόλυζ
ποντιφεξ
ποντόπορος
ποντόφαρυξ
πορευμα
ποροποιία
πορσή
πορσῶ
πορσῶ1
πορφυρῖτις
ποσιδήιος
ποτή1
ποτής1
ποτνιασις
ποτός1
ποτὰς
που
που2
ποῖος1
ποῦ1
πράυνσις
πρέμνοθεν
πρέσβις
πρίων1
πραγματοποιία
πρατός1
πραυλόγος
πραυμενής
πραυντής
πραυντικός
πραυπάθεια
πραυπαθέω
πραυπαθής
πραυσμός
πραυτένων
πραύγελως
πραύθυμος
πραύμητις
πραύνοος
πραύνω
πραύτοκος
πραύτροπος
πρεσβεία2
πρεσβηίς
πρεσβύτης1
πρηστηροσόχος
προάνλημα
προάνλιον
προέξειμι
προίζομαι
προίημι
προίκτης
προίπταμαι
προίσσομαι
προίστημι
προίστωρ
προίσχω
προίωξις
προαμυνομαι
προανακήρύσσω
προανακολνόομαι
προαναλαμβάϝω
προανλέω
προανλίζομαι
προαποθνήσκω
προαπολιλνώσκω
προβακχήιος
προδιίστημι
προδιιδρόομαι
προδουλειαι
προεδρικὴ
προεκκεϝόω
προεξαίσσω
προημεριϝός
προθέω
προιάλλω
προιάπτω
προιδρόω
προιδρύω
προιεράομαι
προικετεύω
προικνέομαι
προιλάσκομαι
προιππασία
προιππεύω
προιστορέω
προισχναίνω
προιτέον
προιτητικός
προιχνεύω
προκατασκευάξω
προκατονομάξω
προκομιδ
προκτενίξω
προκωδωνίξω
προλυέομαι
προλύησις
προμαντηία
προμικκ<ιχ>ιδδόμενος
προνέω
προοδοίπορος
προοικοϝομία
προοϝειδίζω
προπαγματεύομαι
προπερυσινός
προπροκαταίγδην
προρεών
προσαίσσω
προσαγλαίζομαι
προσαναπέμπλημι
προσαστείζομαι
προσαυαίομαι
προσαυτέω
προσδέω
προσδιίστημι
προσεπιδιίσταμαι
προσκοπή
προσνέω
προσποιη<σί>σοφος
προσυφόω
προσφάγιον1
προσωποποιία
προυγραίνω
προυδροποτέω
προυιωνός
προυλακτέω
προυπάγομαι
προυπάρχω
προυπέρχομαι
προυπακουστέον
προυπακούω
προυπαλείφω
προυπαλλάττω
προυπαντάω
προυπαρχή
προυπεκλύω
προυπεξέρχομαι
προυπεξορμάω
προυπεργάζομαι
προυπεργασία
προυπερείδομαι
προυπεροχή
προυπεύθυνος
προυπηρετέω
προυπισχνέομαι
προυποβάλλω
προυποβρέχω
προυπογράφω
προυπογραφή
προυποδείκνυμι
προυποθετέον
προυποκατασκευή
προυπολαμβάνω
προυπομνηματίζομαι
προυποπάσσω
προυποπτεύω
προυπορρίπτω
προυποσπείρω
προυποστέλλομαι
προυποστικτέον
προυποστρώννυμι
προυποστυφή
προυποτάσσω
προυποτέμνω
προυποτίθημι
προυποτοπέω
προυποτρέφω
προυποτυπόομαι
προυποφαίνω
προυποφεύγω
προυποχέω
προυποχρίω
προυπτιάζω
προυπόκειμαι
προυπόσχεσις
προυσέληνος1
προυφίσταμαι
προυφαιρέω
προυφαρπάζω
προφυλακὶς
προχοή1
προχοίς
προύπειμι
πρυτανεία1
πρωί
πρωίθεν
πρωίκαρπος
πρωίσπορος
πρωιανθής
πρωιβλαστέω
πρωιβλαστής
πρωιβλαστία
πρωιζός
πρωικαρπέω
πρωικαρπία
πρωισπορέομαι
πρωτοποιητικὸς
πρωτοτόκια2
πρωτουδρέω
πρωτούφαντος
πρωτός2
πρόβολος1
πρόδομος1
πρόειμι
πρόιξις
πρόλεζις
πρόοδος1
πρόπηγνυμι
πρόπινον
πρόπλοος1
πρόπραχος
πρόσδιφος
πρόσειδον
πρόσειμι
πρόφυλαξ
πρώιμος
πρώιος
πρών1
πρῆμά
πρῆμά1
πρῳτερικὴ
πτέρνις2
πτελέινος
πτερνίς1
πτερορρύμσις
πτεροφυία
πτερόιππος
πτισανορρυφία
πτοητός
πτολεμαίς
πτολεμαικός
πτωχότροφος
πτώιος
πυθία1
πυθαίζω
πυθαίς
πυθαιστής
πυκνός1
πυκτίς
πυλαικός
πυλεών
πυξιόπους
πυρά
πυράινος
πυρίδιον
πυρίτης1
πυργοδάικτος
πυργοποιία
