Word	Count	Rate (per 10000)
ἐπιδημία	20	0.038
πιαίνω	20	0.038
ἐμπήγνυμι	20	0.038
φθογγή	20	0.038
ἐπιείκελος	20	0.038
Ἀριστέας	20	0.038
Τιμόμαχος	20	0.038
κριτικός	20	0.038
ἀπειροπόλεμος	20	0.038
θύω2	20	0.038
ἀτειρής	20	0.038
μισθοδοτέω	20	0.038
Φούρνιος	20	0.038
καλύπτρα	20	0.038
ὑποθημοσύνη	20	0.038
Κελεός	20	0.038
ξενόω	20	0.038
Θέογνις	20	0.038
κρυφαῖος	20	0.038
ἀνοιμώζω	20	0.038
Ἱππόθοος	20	0.038
ἀφωνία	20	0.038
Αὐτονόη	20	0.038
Σπάρτακος	20	0.038
Λιπαραῖος	20	0.038
πετρήεις	20	0.038
μεταβιβάζω	20	0.038
προγενής	20	0.038
Μεγαβάτης	20	0.038
λογοποιός	20	0.038
προσοικέω	20	0.038
κωμόπολις	20	0.038
πρεσβεῖον	20	0.038
Σεβαστή	20	0.038
ἑπτάπυλος	20	0.038
περικαλύπτω	20	0.038
μετρητικός	20	0.038
ἑπτάκις	20	0.038
χραίνω	20	0.038
ναυστολέω	20	0.038
ἀντικάθημαι	20	0.038
δευτερεῖος	20	0.038
χῆρος	20	0.038
χθιζός	20	0.038
ἀμνήμων	20	0.038
ἁμαξιτός	20	0.038
διαπέτομαι	20	0.038
προσφορά	20	0.038
ὑποθετικός	20	0.038
Ἀσκάνιος	20	0.038
προφυλάσσω	20	0.038
ἀντισπάω	20	0.038
προβούλευμα	20	0.038
Κασταλία	20	0.038
ὕψι	20	0.038
κωκυτός	20	0.038
Κυθήριος	20	0.038
πεζεύω	20	0.038
Ἀντικύρα	20	0.038
συναφίστημι	20	0.038
Μοσσύνοικοι	20	0.038
καταλογίζομαι	20	0.038
συνδυάζω	20	0.038
παρηγορία	20	0.038
εὐημερέω	20	0.038
Μηκιστεύς	20	0.038
ὑποτελέω	20	0.038
ναυτίλλομαι	20	0.038
εὐσχημοσύνη	20	0.038
ἶφι	20	0.038
Σελλασία	20	0.038
Ἀκαδημαϊκός	20	0.038
ὑλακτέω	20	0.038
κραυγάζω	20	0.038
ὁδηγέω	20	0.038
Μινύειος	20	0.038
ἐπίγονος	20	0.038
κορωνίς	20	0.038
συγκοπή	20	0.038
ἀπρίξ	20	0.038
ξαίνω	20	0.038
ἀπαραπόδιστος	20	0.038
Ὕπανις	20	0.038
κεραΐζω	20	0.038
κάμινος	20	0.038
μεγαλεῖος	20	0.038
ἀνακτίζω	20	0.038
Ἄντιφος	20	0.038
πάρισος	20	0.038
κατακοσμέω	20	0.038
Ἵρτιος	20	0.038
Ἰουλία	20	0.038
Νηληϊάδης	20	0.038
δουρικλειτός	20	0.038
στυφελίζω	20	0.038
ἀπερύκω	20	0.038
ἀναρρίπτω	20	0.038
Καλλῖνος	20	0.038
προακούω	20	0.038
Σπιθριδάτης	20	0.038
Τιμοσθένης	20	0.038
Ἄλπειος	20	0.038
πάγκακος	20	0.038
πυρία	20	0.038
κῦρος	20	0.038
Φιλίσκος	20	0.038
περιμήκης	20	0.038
κόνδυλος	20	0.038
Τέως	20	0.038
Ἄλκιμος	20	0.038
ξεινήϊον	20	0.038
ἀποθαρρέω	20	0.038
κρόκος	20	0.038
οἰκοδόμησις	20	0.038
διακαίω	20	0.038
Ἀρχέστρατος	20	0.038
Τερέντιος	20	0.038
Αἶα	20	0.038
χρησμολόγος	20	0.038
ἦκα	20	0.038
ἄκμων	20	0.038
Ἕλος	20	0.038
ἐπερείδω	20	0.038
ἄω3	20	0.038
Ταρσεύς	20	0.038
Εὐρυσθένης	20	0.038
ὀργάω	20	0.038
κώνειον	20	0.038
διηθέω	20	0.038
Ἐρεχθεῖδαι	20	0.038
κύντερος	20	0.038
δογματικός	20	0.038
Μοτύη	20	0.038
σύμπτωσις	20	0.038
καλλίθριξ	20	0.038
διατρέφω	20	0.038
Πύθιον	20	0.038
ἕωσπερ	20	0.038
ἐπίδηλος	20	0.038
Χάρων	20	0.038
θυμιατήριον	20	0.038
Τηλεβόης	20	0.038
κωμῳδός	20	0.038
στρωμνή	20	0.038
Φιλάμμων	20	0.038
ἰλαδόν	20	0.038
κρόκη	20	0.038
κοπίς	20	0.038
συνεφίστημι	20	0.038
ἄπτερος	20	0.038
βρυχάομαι	20	0.038
στρυφνός	20	0.038
καινοποιέω	20	0.038
προτρέχω	20	0.038
τρῖψις	20	0.038
ἀποφορά	20	0.038
Μυλαί	20	0.038
Φηγεύς	20	0.038
πρόλογος	20	0.038
παραπομπή	20	0.038
Θηβαΐς	20	0.038
κυνηγετέω	20	0.038
ἐξερέω2	20	0.038
Μαχαιροῦς	20	0.038
καταφονεύω	20	0.038
ὑποζώννυμι	20	0.038
γυναικωνῖτις	20	0.038
πλέγμα	20	0.038
διαλυμαίνομαι	20	0.038
Πρίαπος	20	0.038
συμμάχομαι	20	0.038
Λυρνησσός	20	0.038
Γλαφύρα	20	0.038
κονίω	20	0.038
ἐκδημέω	20	0.038
ὑπέρυθρος	20	0.038
ἑξάμετρος	20	0.038
Ναυπάκτιος	20	0.038
Γάλβας	20	0.038
προαποθνῄσκω	20	0.038
ἀτιτάλλω	20	0.038
Ἑσπερίς	20	0.038
Λάμπων	20	0.038
καταπραΰνω	20	0.038
ἀπείρητος	20	0.038
Καρδία	20	0.038
ἀκροβυστία	20	0.038
Μίκων	20	0.038
Ἀμύνανδρος	20	0.038
πανουργέω	20	0.038
ἔμβρυον	20	0.038
ἀνελίσσω	20	0.038
δυστύχημα	20	0.038
περιώσιος	20	0.038
παραπαίω	20	0.038
ἀντερείδω	20	0.038
διαπυνθάνομαι	20	0.038
πρών	20	0.038
μνημονικός	20	0.038
γέρανος	20	0.038
ζωμός	20	0.038
Μάθως	20	0.038
Πακτύης	20	0.038
ποδήρης	20	0.038
δελεάζω	20	0.038
ἐπεκθέω	20	0.038
χοῦς	20	0.038
Σεπφωρίτης	20	0.038
Ἐπωπεύς	20	0.038
Χαλκιόπη	20	0.038
ἀνισότης	20	0.038
καταρχή	20	0.038
ἀντιμηχανάομαι	20	0.038
τάλαρος	20	0.038
ἄλλυδις	20	0.038
ἀποστολή	20	0.038
εὔμορφος	20	0.038
Δῶρος	20	0.038
λεύκη	20	0.038
καταλείβω	20	0.038
Μαῖα	20	0.038
ὀνομασία	20	0.038
ἀργυρότοξος	20	0.038
συγκλητικός	20	0.038
ἐξακριβόω	20	0.038
μεταλλαγή	20	0.038
Ἀστυάναξ	20	0.038
Δροῦσος	20	0.038
ἡμιτελής	19	0.036
Ἀπεννῖνος	19	0.036
λαῖτμα	19	0.036
ἐπισιτίζομαι	19	0.036
βυθίζω	19	0.036
ἐπαφή	19	0.036
ὀλοφυρμός	19	0.036
συγκαταλύω	19	0.036
ἀποικέω	19	0.036
φρύγανον	19	0.036
μορία	19	0.036
Λύδιος	19	0.036
ἐπικρατής	19	0.036
ἀνθομολογέομαι	19	0.036
κατανύω	19	0.036
ἄμορφος	19	0.036
ἐξελεύθερος	19	0.036
ὑπερηφανέω	19	0.036
Πάνσας	19	0.036
Ἀμανός	19	0.036
Ταλαός	19	0.036
Ἀμφιπολίτης	19	0.036
πετραῖος	19	0.036
τάρβος	19	0.036
παράστημα	19	0.036
αὐτουργός	19	0.036
δύσνοια	19	0.036
οἷα	19	0.036
νηνεμία	19	0.036
ἐπικρίνω	19	0.036
γῆρυς	19	0.036
οἰνοχοέω	19	0.036
παραφορά	19	0.036
Μαύσσωλλος	19	0.036
θʹ	19	0.036
μαντοσύνη	19	0.036
ἀναπυνθάνομαι	19	0.036
πένθιμος	19	0.036
ἐπεμβαίνω	19	0.036
ὑπότροπος	19	0.036
Λίνδος	19	0.036
εἰσρέω	19	0.036
σκοτία	19	0.036
Κωρύκιος	19	0.036
ἄγκος	19	0.036
ἀνάτασις	19	0.036
ἐπιψαύω	19	0.036
πολέω	19	0.036
εὔσημος	19	0.036
Ἀριανός	19	0.036
μετριάζω	19	0.036
ῥυτήρ	19	0.036
ἕρμα	19	0.036
θωπεύω	19	0.036
ἄφρακτος	19	0.036
μήστωρ	19	0.036
χαλκίοικος	19	0.036
ἐπιέννυμι	19	0.036
ὑποτοπέω	19	0.036
βοιωταρχέω	19	0.036
θύος	19	0.036
κυκλέω	19	0.036
Νάθας	19	0.036
ναυλοχέω	19	0.036
ἄλειφαρ	19	0.036
περιαλγέω	19	0.036
πρόρριζος	19	0.036
πατροκτόνος	19	0.036
διαμέλλω	19	0.036
καταγραφή	19	0.036
ἐπωμίς	19	0.036
δύσκριτος	19	0.036
Δηώ	19	0.036
ἀντιπαράγω	19	0.036
Τάφιοι	19	0.036
ἰσηγορία	19	0.036
μειρακιώδης	19	0.036
πάροικος	19	0.036
ἐκτήκω	19	0.036
χερσαῖος	19	0.036
Μαινάλιος	19	0.036
σύναρχος	19	0.036
Τύνης	19	0.036
συμβόλαιος	19	0.036
Ἔπαφος	19	0.036
Τήλεκλος	19	0.036
θρύπτω	19	0.036
ὑποχώρησις	19	0.036
Σαλουιδιηνός	19	0.036
διασχίζω	19	0.036
Πύθια	19	0.036
Νεοκλῆς	19	0.036
ἁπαξάπας	19	0.036
μήτρως	19	0.036
τιθήνη	19	0.036
Φιλώτης	19	0.036
σφήξ	19	0.036
νιφετός	19	0.036
Σελλήεις	19	0.036
Μέλανθος	19	0.036
ἀποθαυμάζω	19	0.036
ἀδήριτος	19	0.036
παρακύπτω	19	0.036
μελίφρων	19	0.036
ἀρτύνω	19	0.036
καταμείγνυμι	19	0.036
ἀκραιφνής	19	0.036
πολῖτις	19	0.036
πολύδακρυς	19	0.036
γεῦμα	19	0.036
Ποπίλιος	19	0.036
ἐνακισχίλιοι	19	0.036
Βραγχίδαι	19	0.036
πεντηκοστός	19	0.036
κινδυνώδης	19	0.036
δηνάριον	19	0.036
ἴυγξ	19	0.036
ὁλκός2	19	0.036
μύδρος	19	0.036
πολυτίμητος	19	0.036
Σίβυλλα	19	0.036
Ἀγασίας	19	0.036
γλαύξ	19	0.036
κατακωλύω	19	0.036
Ὑδάρνης	19	0.036
κολώνη	19	0.036
Χερσονησίτης	19	0.036
φιλήκοος	19	0.036
Μεγαλέας	19	0.036
ἀνήκοος	19	0.036
συζητέω	19	0.036
Ἰωάκειμος	19	0.036
ἅρπαξ	19	0.036
Ἀριστόνικος	19	0.036
πεζομαχία	19	0.036
ἐποποιία	19	0.036
ἄθαπτος	19	0.036
ἐνατενίζω	19	0.036
Πολυξένη	19	0.036
ἀρχαιολογία	19	0.036
κατόπισθεν	19	0.036
ἀγριόω	19	0.036
Λεβάδεια	19	0.036
ὑποπέμπω	19	0.036
εὐτράπελος	19	0.036
Μανάημος	19	0.036
Ἀριδαῖος	19	0.036
ἀντίτυπος	19	0.036
Ἀλέα	19	0.036
προσμάχομαι	19	0.036
Ἕβρος	19	0.036
προφῆτις	19	0.036
Φαινέας	19	0.036
χεῦμα	19	0.036
Θερσίτης	19	0.036
Κλεόβουλος	19	0.036
Πάφος	19	0.036
Μύσων	19	0.036
ἐναρίζω	19	0.036
ἀθέσφατος	19	0.036
Μέγης	19	0.036
ὕδερος	19	0.036
ἄνοσος	19	0.036
Ἡραιεύς	19	0.036
συντηρέω	19	0.036
πόρτις	19	0.036
κρημνώδης	19	0.036
Δαρδανεύς	19	0.036
πταρμός	19	0.036
ἀφαρπάζω	19	0.036
παρθένιος	19	0.036
πανσυδίᾳ	19	0.036
ἐπιδράσσομαι	19	0.036
εἰλύω	19	0.036
χάρισμα	19	0.036
Ἀμφίμαχος	19	0.036
Χαρώνδης	19	0.036
ὑποσημαίνω	19	0.036
ἐρεμνός	19	0.036
πράκτωρ	19	0.036
Ἀβιάθαρος	19	0.036
καταζεύγνυμι	19	0.036
ὀρυμαγδός	19	0.036
παραναγιγνώσκω	19	0.036
βόρβορος	19	0.036
Ἰάονες	19	0.036
ῥύαξ	19	0.036
κώφωσις	19	0.036
Θεόφιλος	19	0.036
Φείδων	19	0.036
αὐτόσε	19	0.036
γενειάς	19	0.036
πρωτοστάτης	19	0.036
ἐπινέμησις	19	0.036
δάνεισμα	19	0.036
προσκεφάλαιον	19	0.036
Καύνιος	19	0.036
κατόρθωσις	19	0.036
ἀκάτιον	19	0.036
Μασίστης	19	0.036
Κύλων	19	0.036
συνεξορμάω	19	0.036
γηθόσυνος	19	0.036
ἄμπωτις	19	0.036
κυδαίνω	19	0.036
Παντικάπαιον	19	0.036
γεώδης	19	0.036
Μάκρωνες	19	0.036
Ἰξίων	19	0.036
καταπήγνυμι	19	0.036
στρωφάω	19	0.036
Σαμικόν	19	0.036
Γαλατικός	19	0.036
περιελίσσω	19	0.036
εὔκρατος	19	0.036
ἀκαθαρσία	19	0.036
κατάγνωσις	19	0.036
πατριά	19	0.036
θυμαλγής	19	0.036
ἄρωμα2	19	0.036
Σκερδιλαΐδας	19	0.036
συναναιρέω	19	0.036
πλωτήρ	19	0.036
Ἀδωνίας	19	0.036
σκυτικός	19	0.036
εὐσύνοπτος	19	0.036
παραμήκης	19	0.036
κορύνη	19	0.036
ἀμετρία	19	0.036
κνώδαλον	19	0.036
ῥύσιον	19	0.036
Κίκονες	19	0.036
προσδιαλέγομαι	19	0.036
δεκάδαρχος	19	0.036
δήλωσις	19	0.036
ὑμός	19	0.036
ὑπορρέω	19	0.036
ἀναγνώρισις	19	0.036
αὐαίνω	19	0.036
ἐπιθέω	19	0.036
κηκίς	19	0.036
ὑπαλείφω	19	0.036
τέτμον	19	0.036
Πλάκιδος	19	0.036
κατευθύ	19	0.036
Σωσικράτης	19	0.036
ἀνασπαστός	19	0.036
ναυτία	19	0.036
Νέμειος	19	0.036
Μισγόλας	19	0.036
Κλυτίος	19	0.036
πλακοῦς	19	0.036
ἐκποιέω	19	0.036
στροφή	19	0.036
ἀμφιέλισσα	19	0.036
βαλλάντιον	19	0.036
γαμήλιος	19	0.036
τρυφάλεια	19	0.036
ἴκτερος	19	0.036
λιμνάζω	19	0.036
Μέλισσος	19	0.036
συνεισβάλλω	19	0.036
πύστις	19	0.036
διευκρινέω	19	0.036
πάρεργος	19	0.036
ἀναμετρέω	19	0.036
Τενέδιος	19	0.036
ἄτρωτος	19	0.036
πρόσφυσις	19	0.036
Βοττιαῖος	19	0.036
Δημοκήδης	19	0.036
κατεπαγγέλλομαι	19	0.036
καταπαλαίω	19	0.036
ἀποπέτομαι	19	0.036
ἐπίθετος	19	0.036
σκιερός	19	0.036
ἀλαλαγμός	19	0.036
Δαρδανία	19	0.036
μαστίζω	19	0.036
κοιλότης	19	0.036
Ἰάποδες	19	0.036
ἰδίωμα	19	0.036
διατυπόω	19	0.036
ἀριστίνδην	19	0.036
καῦσις	19	0.036
ἄδιψος	19	0.036
ἐμπλέω	19	0.036
Γλαυκίας	19	0.036
ὑφάντης	19	0.036
παριππεύω	19	0.036
τρυφερός	19	0.036
Λεωδάμας	19	0.036
ἀσχημοσύνη	19	0.036
σφακελίζω	19	0.036
Διόδοτος	19	0.036
Δαρδάνιος	19	0.036
Σολυμᾶς	19	0.036
Εὔνομος	19	0.036
περίορθρος	19	0.036
κακηγορία	19	0.036
Φράγγος	19	0.036
Ἀμυθάων	19	0.036
εὔξοος	19	0.036
Μοναστρᾶς	19	0.036
γεννήτης	19	0.036
κατασκοπή	19	0.036
Καλουίσιος	19	0.036
Βούσελος	19	0.036
Ὑάκινθος	19	0.036
Φανίας	19	0.036
ἐθελοκακέω	19	0.036
ἀκηδής	19	0.036
ἐκτρίβω	18	0.034
ἐφύπερθε	18	0.034
κίναιδος	18	0.034
διευλαβέομαι	18	0.034
Ναυπλία	18	0.034
Φέρης	18	0.034
παρείκω	18	0.034
βοτήρ	18	0.034
ἀπαμύνω	18	0.034
Ὑμήν	18	0.034
πάμπρωτος	18	0.034
ὑπέροχος	18	0.034
κέδρινος	18	0.034
Δηιφόντης	18	0.034
ὑπανίσταμαι	18	0.034
εἰσάπαξ	18	0.034
εὐναῖος	18	0.034
διαπνέω	18	0.034
Ῥοδόπη	18	0.034
τροπικός	18	0.034
Εὐπόλεμος	18	0.034
Μίμας	18	0.034
διαΐσσω	18	0.034
ὀπός	18	0.034
Φόρκυς	18	0.034
ἔκπλεος	18	0.034
καταινέω	18	0.034
συνεξακολουθέω	18	0.034
ἀγέρωχος	18	0.034
δίωγμα	18	0.034
πλεονεκτικός	18	0.034
νηστεία	18	0.034
ἐπανθέω	18	0.034
Μαχανίδης	18	0.034
εὐχρηστία	18	0.034
δραστικός	18	0.034
αὐτοσχεδόν	18	0.034
πενιχρός	18	0.034
ἀγρεύω	18	0.034
ταλασίφρων	18	0.034
Φιλόξενος	18	0.034
ἀσύνθετος	18	0.034
εἰρωνεύομαι	18	0.034
παγχρύσεος	18	0.034
Μῆλος	18	0.034
προαρπάζω	18	0.034
Νῆσος	18	0.034
Κάνναι	18	0.034
Αὔγη	18	0.034
ἀειγενέτης	18	0.034
σῖγμα	18	0.034
Φλαμινῖνος	18	0.034
λῦμα	18	0.034
Ἔρεσος	18	0.034
Βακτριανός	18	0.034
σάττω	18	0.034
πηχυαῖος	18	0.034
ἀσπαστός	18	0.034
καταπτήσσω	18	0.034
Εὐρυτίων	18	0.034
σφοδρότης	18	0.034
Τῖφυς	18	0.034
ἄγονος	18	0.034
μειονεκτέω	18	0.034
ταχυναυτέω	18	0.034
δημιουργία	18	0.034
κύκλωσις	18	0.034
γύψ	18	0.034
ἔκτεισις	18	0.034
Ἠλίς	18	0.034
ἀποσιωπάω	18	0.034
δόλιχος	18	0.034
προσδίδωμι	18	0.034
διαπεραιόω	18	0.034
προπάτωρ	18	0.034
ἅλας	18	0.034
λαφυροπωλέω	18	0.034
Ἀρκτοῦρος	18	0.034
Λαμία	18	0.034
συσσιτέω	18	0.034
προωθέω	18	0.034
ἐξαπορέω	18	0.034
Δαβίδης	18	0.034
περιωθέω	18	0.034
διαζάω	18	0.034
Τριταιεύς	18	0.034
πῆ	18	0.034
αὔξη	18	0.034
ἀδαμάντινος	18	0.034
Ἀρεύς	18	0.034
σκέμμα	18	0.034
ἁπανταχοῦ	18	0.034
ἐξομοιόω	18	0.034
πρωτοπορεία	18	0.034
ὑποπτήσσω	18	0.034
Ἐπαίνετος	18	0.034
Γολόσσης	18	0.034
καθηγεμών	18	0.034
κυφός	18	0.034
τιάρα	18	0.034
λαμπτήρ	18	0.034
ἀκρίς	18	0.034
εἰδήμων	18	0.034
γραΐδιον	18	0.034
τρόφιμος	18	0.034
ἐπιζήμιος	18	0.034
ἀμπλακία	18	0.034
ὕπουλος	18	0.034
αὐλίσκος	18	0.034
πρόπους	18	0.034
παιδευτής	18	0.034
κλητήρ	18	0.034
Νότιον	18	0.034
Βοῦρα	18	0.034
Ἀκτή	18	0.034
ὁδηγός	18	0.034
Ἕρμαρχος	18	0.034
Θεμίσκυρα	18	0.034
τρύβλιον	18	0.034
ἐλεγεία	18	0.034
βάσκανος	18	0.034
Ὑπερίων	18	0.034
ψαλμός	18	0.034
Ἄλκηστις	18	0.034
Μένδη	18	0.034
ἐκνεύω	18	0.034
Ἐρινεός	18	0.034
ἀπαριθμέω	18	0.034
κρύφιος	18	0.034
ἀνυπόδητος	18	0.034
τοπικός	18	0.034
ἀγρονόμος	18	0.034
πατριάρχης	18	0.034
ἔνοικος	18	0.034
ἀπονέομαι	18	0.034
εὐκταῖος	18	0.034
Καιπίων	18	0.034
πάσσω	18	0.034
Σιλανός	18	0.034
συναράσσω	18	0.034
αἰθρία	18	0.034
τρίπηχυς	18	0.034
ἄαπτος	18	0.034
ἀντιλογικός	18	0.034
ἀντοφθαλμέω	18	0.034
κάκοσμος	18	0.034
δινεύω	18	0.034
Πιττάλακος	18	0.034
καυλός	18	0.034
πρευμενής	18	0.034
λίς	18	0.034
Κωπαΐς	18	0.034
λόγιμος	18	0.034
ἄβυσσος	18	0.034
ἀσπιστής	18	0.034
συναποστέλλω	18	0.034
Δωδωναῖος	18	0.034
σύνδικος	18	0.034
Ἱππόλοχος	18	0.034
ἀπόλειψις	18	0.034
ἐξακοντίζω	18	0.034
συγκεφαλαιόω	18	0.034
φορβή	18	0.034
ἑκατόνταρχος	18	0.034
στρατήγιον	18	0.034
ἐπεκτείνω	18	0.034
Μεσσάπιος	18	0.034
ὗ	18	0.034
Πανέλληνες	18	0.034
θησαυρίζω	18	0.034
ῥαβδοῦχος	18	0.034
ἄση	18	0.034
φυλλάς	18	0.034
νήδυμος	18	0.034
Ἄψυρτος	18	0.034
ἐνσείω	18	0.034
Δακοί	18	0.034
Αἰγιναῖος	18	0.034
συνεργάζομαι	18	0.034
Ἰκόνιον	18	0.034
Ῥουβῆλος	18	0.034
ἐπήβολος	18	0.034
ἀπείθεια	18	0.034
κακοδαιμονία	18	0.034
ἀκατάπληκτος	18	0.034
ἐξακούω	18	0.034
βάκτρον	18	0.034
διασημαίνω	18	0.034
Αἴσων	18	0.034
βρωτός	18	0.034
ἀκρωτηριάζω	18	0.034
Φάσηλις	18	0.034
Μεταπόντιον	18	0.034
Γρᾶτος	18	0.034
Διώνη	18	0.034
ἐπίταξις	18	0.034
Γαρσύηρις	18	0.034
τέλλω	18	0.034
ἐξωνέομαι	18	0.034
μεταχωρέω	18	0.034
δημηγορικός	18	0.034
Ἱεροκλῆς	18	0.034
Κυάνεαι	18	0.034
Φαραώθης	18	0.034
ἄσχολος	18	0.034
χλόη	18	0.034
προσωφελέω	18	0.034
Δάφνη	18	0.034
παρακαταβάλλω	18	0.034
ἀκριβολογέομαι	18	0.034
γοητεία	18	0.034
ἀνασκοπέω	18	0.034
δρομάς	18	0.034
Ζακύνθιος	18	0.034
χλιαρός	18	0.034
καλάμη	18	0.034
Μελίτη	18	0.034
Σφήττιος	18	0.034
Θερμαῖος	18	0.034
Ἀζάν	18	0.034
Φιλοπάτωρ	18	0.034
Λούκιος	18	0.034
συναλίζω	18	0.034
ἐνεσία	18	0.034
ἔγκυος	18	0.034
ἀναμάχομαι	18	0.034
ἐπιτήδευσις	18	0.034
Αἴγειρα	18	0.034
Κέρβερος	18	0.034
ἐγκύμων	18	0.034
Ἄδαδος	18	0.034
ὁμοειδής	18	0.034
ἐπιφύω	18	0.034
ἄλαλκε	18	0.034
Νικοκλῆς	18	0.034
Αἰσχρίων	18	0.034
διοράω	18	0.034
μηδεπώποτε	18	0.034
μελαγχολάω	18	0.034
ἀνήνυτος	18	0.034
ὀχεύς	18	0.034
θερισμός	18	0.034
θαμέες	18	0.034
Ὀκταουία	18	0.034
νικητής	18	0.034
ξυστόν	18	0.034
Ἑλισσών	18	0.034
ἀντικαταλλάσσομαι	18	0.034
πλημμελής	18	0.034
πλημυρίς	18	0.034
Βακτριανή	18	0.034
εὔνομος	18	0.034
Ἀνδροκλείδης	18	0.034
δυσμενέων	18	0.034
μύχιος	18	0.034
Βενέτικος	18	0.034
καλλίρροος	18	0.034
δοκεύω	18	0.034
Ἱκέτης	18	0.034
αἰσχροκερδής	18	0.034
καταχαρίζομαι	18	0.034
ἀμφιλαφής	18	0.034
αὐτάδελφος	18	0.034
κρατιστεύω	18	0.034
νομεύω	18	0.034
ὁμαλότης	18	0.034
σφάγιος	18	0.034
ἄνω	18	0.034
Χάροψ	18	0.034
Λυκαονία	18	0.034
Τιμαγόρας	18	0.034
ἐπίφασις	18	0.034
Νασαμῶνες	18	0.034
Φάλαρις	18	0.034
κρανίον	18	0.034
ἀβέβαιος	18	0.034
ἐνσκήπτω	18	0.034
παιδαγωγέω	18	0.034
Ἀλθαία	18	0.034
Οἰκλῆς	18	0.034
φυσιολογία	18	0.034
ἐπήρατος	18	0.034
διακινέω	18	0.034
Εὔιος	18	0.034
παραρρήγνυμι	18	0.034
πήρωσις	18	0.034
δυσμαθής	18	0.034
ὑπογραφή	18	0.034
Ἀφιδναῖος	18	0.034
πάρημαι	18	0.034
ὑψόθι	18	0.034
τειχισμός	18	0.034
σύμψηφος	18	0.034
θρόος	18	0.034
σποράς	18	0.034
τίμησις	18	0.034
κᾶλον	18	0.034
φράσις	18	0.034
ἀνώμοτος	18	0.034
ἀναπόδεικτος	18	0.034
προθέω	18	0.034
Δουκέτιος	18	0.034
Ἀργινοῦσαι	18	0.034
πανσέληνος	18	0.034
μακαρία	18	0.034
ἀγκυλομήτης	18	0.034
κατοκνέω	18	0.034
ἀδάκρυτος	18	0.034
δωροδόκος	18	0.034
ἐπιμαρτυρέω	18	0.034
καταγηράσκω	18	0.034
πρόσοψις	18	0.034
κεραμίς	18	0.034
Ἀγχίαλος	18	0.034
στρουθός	18	0.034
διαμείβω	18	0.034
ὀρχηστρίς	18	0.034
Μνασέας	18	0.034
μοναρχέω	18	0.034
Ἀρτέμων	18	0.034
νεμεσητός	18	0.034
λέσχη	18	0.034
πολυπῖδαξ	18	0.034
Ἐργῖνος	18	0.034
ἐπιβάθρα	18	0.034
συμβοηθέω	18	0.034
κατατοξεύω	18	0.034
ἱστοριογράφος	18	0.034
Μαριανός	18	0.034
λογογράφος	18	0.034
κατασιωπάω	18	0.034
πολιοῦχος	18	0.034
ἐνάπτω	18	0.034
Ὑσιαί	18	0.034
διακόσμησις	18	0.034
Ἀνάξανδρος	18	0.034
παραγωγή	18	0.034
στίζω	17	0.032
εὔχαρις	17	0.032
ὑπερβαλλόντως	17	0.032
ὁμῆλιξ	17	0.032
ἰκμάς	17	0.032
Αἰγεσταῖος	17	0.032
θεσμοφόρος	17	0.032
δορκάς	17	0.032
Πραινεστός	17	0.032
παγχάλεπος	17	0.032
βαθύζωνος	17	0.032
νωτιαῖος	17	0.032
μύστης	17	0.032
ἀκληρέω	17	0.032
μετανάστασις	17	0.032
ἀδιάφθορος	17	0.032
Τιρύνθιος	17	0.032
ἀπόπροθε	17	0.032
ζείδωρος	17	0.032
ῥῶ	17	0.032
καθυπέρτερος	17	0.032
Εὔφορβος	17	0.032
τύρσις	17	0.032
μόσσυν	17	0.032
σκάφος	17	0.032
ἀκμής	17	0.032
ε	17	0.032
προσκομίζω	17	0.032
Φαμέας	17	0.032
φιλοτεχνέω	17	0.032
ἄνηθον	17	0.032
ἔα	17	0.032
γέννησις	17	0.032
ἐπίφοβος	17	0.032
περικοπή	17	0.032
Μεναλκίδης	17	0.032
ἐπίγειος	17	0.032
Γόρτυν	17	0.032
ἀντιπέμπω	17	0.032
ἀφελής	17	0.032
τηνικάδε	17	0.032
φορτίς	17	0.032
μαντεῖος	17	0.032
Θουρία	17	0.032
Λυκῖνος	17	0.032
χέζω	17	0.032
ἐπικουρικός	17	0.032
ὑπερμενής	17	0.032
ἐναποδείκνυμαι	17	0.032
Ἰβηρικός	17	0.032
χρησμῳδέω	17	0.032
κυδρός	17	0.032
Σάις	17	0.032
Ἱππολύτη	17	0.032
ἐγκύρω	17	0.032
διατμήγω	17	0.032
σωλήν	17	0.032
νεωλκέω	17	0.032
κράσπεδον	17	0.032
κηλίς	17	0.032
γόνιμος	17	0.032
βραχεῖν	17	0.032
Φινεέσης	17	0.032
ἀψυχία	17	0.032
ὁμός	17	0.032
ἡμερότης	17	0.032
Ἔζδρας	17	0.032
Περυσία	17	0.032
Ἀρίων	17	0.032
Κυθέρεια	17	0.032
Διόγνητος	17	0.032
ἔντονος	17	0.032
ὀλβίζω	17	0.032
κάρπιμος	17	0.032
εὐδαιμονικός	17	0.032
οὐραγός	17	0.032
καινοτομία	17	0.032
γραμματείδιον	17	0.032
ἀνασείω	17	0.032
ἐνσκευάζω	17	0.032
Πυθιάς	17	0.032
Ἀρσάκης	17	0.032
ἔκτοτε	17	0.032
ἀναπτερόω	17	0.032
Αἰνεσίδημος	17	0.032
ἕκατος	17	0.032
καυσώδης	17	0.032
πωλέομαι	17	0.032
ἀναδασμός	17	0.032
διαπλωίζω	17	0.032
ἀμβλύνω	17	0.032
