Word	Count	Rate (per 10000)
συμπάθεια	38	0.072
ῥιπή	38	0.072
διερευνάω	37	0.070
Πίνδος	37	0.070
πρότασις	37	0.070
συστρατιώτης	37	0.070
Φίληβος	37	0.070
παρεισπίπτω	37	0.070
Σθένελος	37	0.070
ἐξήκω	37	0.070
ὑμέναιος	37	0.070
οὐδαμόθεν	37	0.070
Μίνδαρος	37	0.070
δέρος	37	0.070
αὐστηρός	37	0.070
εὐνάω	37	0.070
χλαμύς	37	0.070
ἀφυής	37	0.070
καταλήγω	37	0.070
ἐκκρίνω	37	0.070
ἄγγος	37	0.070
Λαίλιος	37	0.070
Ἠλίας	37	0.070
θρέψις	37	0.070
πρυτανεύω	37	0.070
πεντηκόντερος	37	0.070
ἀνδρώδης	37	0.070
τᾶν	37	0.070
Νικόδημος	37	0.070
Θήρα	37	0.070
αἱματόεις	37	0.070
ἀγχέμαχος	37	0.070
τριχῆ	37	0.070
ὑποτέμνω	37	0.070
φαρμακεύω	37	0.070
Φαίδων	37	0.070
ἄμβροτος	37	0.070
βούλημα	37	0.070
Λέντλος	37	0.070
μεσημβρινός	37	0.070
Τάναγρα	37	0.070
ἐφετμή	37	0.070
ἐναγής	37	0.070
θαμινός	37	0.070
ἀποκωλύω	37	0.070
ἀνύποπτος	37	0.070
εἱρκτή	37	0.070
μυκτήρ	37	0.070
Μενεκλῆς	37	0.070
ἀναισχυντέω	37	0.070
ἑταιρέω	37	0.070
προσβλέπω	37	0.070
ἐκβιάζω	37	0.070
δώρημα	37	0.070
ἀσύντακτος	37	0.070
ὅριος	37	0.070
εὔθυμος	37	0.070
ἀναφορά	37	0.070
ἵξις	37	0.070
πλόκαμος	37	0.070
κρίμα	37	0.070
Ὀδρύσαι	37	0.070
κατανέμω	37	0.070
μιμητικός	37	0.070
Βρόμιος	37	0.070
στενοχωρία	37	0.070
πλήρωσις	37	0.070
ἰσόθεος	37	0.070
πώγων	37	0.070
πελιδνός	37	0.070
ἀπαιδευσία	37	0.070
λίνεος	37	0.070
προστιμάω	37	0.070
μαλάσσω	37	0.070
ῥῆξις	37	0.070
τιό	37	0.070
ἕκηλος	37	0.070
Ἀλκαῖος	37	0.070
ἀπηνής	37	0.070
λαβή	37	0.070
ἀπέραντος	37	0.070
ἀνίκητος	37	0.070
Πεισιστρατίδης	37	0.070
ἀλαλάζω	37	0.070
ἄμικτος	37	0.070
λύσσα	37	0.070
Τεβέριος	37	0.070
Φάρσαλος	37	0.070
προεδρία	37	0.070
ἀμφιέπω	37	0.070
χελιδών	37	0.070
εὐφυΐα	37	0.070
ἰδιωτεύω	37	0.070
σοφιστικός	37	0.070
ἐξόλλυμι	37	0.070
ἀγωγός	37	0.070
ὁμαρτέω	37	0.070
ὑποτρέχω	37	0.070
Στρατοκλῆς	37	0.070
θάλπω	37	0.070
Νιόβη	37	0.070
γλίχομαι	37	0.070
Ἁλίαρτος	37	0.070
ἀναισθησία	37	0.070
τετράπους	37	0.070
Ἀριστοκλῆς	37	0.070
διχῶς	37	0.070
Πάραλος	37	0.070
οὐδαμά	37	0.070
στάσιμος	37	0.070
ἀνάπλοος	37	0.070
ἱμερόεις	37	0.070
κατακούω	37	0.070
ἐπαχθής	37	0.070
ἐπιγαμία	37	0.070
Λάμπις	37	0.070
ὑπερμεγέθης	37	0.070
ἀνελευθερία	37	0.070
Λεωχάρης	37	0.070
προσάρκτιος	37	0.070
ἴαμα	37	0.070
μεταίχμιον	37	0.070
Βοῖοι	36	0.068
σιναρός	36	0.068
Σελινοῦς	36	0.068
νεαρός	36	0.068
κατήκοος	36	0.068
συμμορία	36	0.068
ἐκρήγνυμι	36	0.068
ἄελλα	36	0.068
πρίω	36	0.068
κότος	36	0.068
Ἀτθίς	36	0.068
πεμπταῖος	36	0.068
Ἐννοσίγαιος	36	0.068
ἄσυλος	36	0.068
λιβανωτός	36	0.068
συνέχεια	36	0.068
πλάσμα	36	0.068
κέλης	36	0.068
ἀμαχητί	36	0.068
καταπληκτικός	36	0.068
συμβιόω	36	0.068
ἀνέδην	36	0.068
ἀνταίρω	36	0.068
ἀγορανόμος	36	0.068
Ἀντιγόνη	36	0.068
τεχνάομαι	36	0.068
ἐπιθυμητικός	36	0.068
ἐλευθεριότης	36	0.068
Ἴσθμιος	36	0.068
Μεγαρίς	36	0.068
θυμίαμα	36	0.068
μεγαλοπρέπεια	36	0.068
ἑρμηνεύω	36	0.068
ἐκπίμπλημι	36	0.068
ὑπασπιστής	36	0.068
στρόφος	36	0.068
Ὀτάνης	36	0.068
Ἀταλάντη	36	0.068
σχοῖνος	36	0.068
κουρίδιος	36	0.068
σταφυλή	36	0.068
σιδήριον	36	0.068
ὡσανεί	36	0.068
ἀνεπιστήμων	36	0.068
πεντήρης	36	0.068
Σατάν	36	0.068
πλωτός	36	0.068
ἀναγκαῖον	36	0.068
κιθαρῳδός	36	0.068
ἐπεισπίπτω	36	0.068
Ἀρχίας	36	0.068
ἑξάγωνος	36	0.068
φαιδρός	36	0.068
ἱκετεία	36	0.068
Ἀθηνόδωρος	36	0.068
φιλοπόλεμος	36	0.068
σύμφυτος	36	0.068
ῥόδον	36	0.068
κάλως	36	0.068
Ἀμαληκῖται	36	0.068
Εὔβουλος	36	0.068
συμφύω	36	0.068
Ἀριαῖος	36	0.068
κυβερνητικός	36	0.068
αἰσχροκέρδεια	36	0.068
ἐγκαταλαμβάνω	36	0.068
γοργός	36	0.068
Φαληρεύς	36	0.068
κότινος	36	0.068
αἰπεινός	36	0.068
αἱμάσσω	36	0.068
κρότος	36	0.068
Μαχάων	36	0.068
ὑπερῷον	36	0.068
ἀπειρέσιος	36	0.068
ἀπάντησις	36	0.068
θάλπος	36	0.068
ἐπίχρυσος	36	0.068
ἄνθραξ	36	0.068
αἰπόλος	36	0.068
Ἀχαρνεύς	36	0.068
ἀγχίνοια	36	0.068
κολεόν	36	0.068
σποράδην	36	0.068
Μαρδοχαῖος	36	0.068
ἄμεμπτος	36	0.068
διαβεβαιόω	36	0.068
συναγείρω	36	0.068
Οἰταῖος	36	0.068
Ἐλισσαῖος	36	0.068
Παρμένων	36	0.068
κραιπνός	36	0.068
μόρσιμος	36	0.068
ἄσχετος	36	0.068
ἀτυχής	36	0.068
δίσκος	36	0.068
ἐκφοβέω	36	0.068
κάπηλος	36	0.068
ἐΐσκω	36	0.068
εὕρεσις	36	0.068
ἐνακόσιοι	36	0.068
Ἠετίων	36	0.068
ὑπέρθυμος	36	0.068
Λαρισαῖος	36	0.068
Εὔμηλος	36	0.068
διαιρετός	36	0.068
φθίσις	36	0.068
Ἑκαταῖος2	36	0.068
χειροτέχνης	36	0.068
ἀλλόκοτος	36	0.068
Παρθένιος	36	0.068
ἐξερημόω	36	0.068
Κρεσφόντης	36	0.068
ἱερόσυλος	36	0.068
ὑψόω	36	0.068
περιρρέω	36	0.068
ἠπειρώτης	36	0.068
μεγαλόπολις	36	0.068
Ἄργος2	36	0.068
ἄφοδος	36	0.068
περιστρατοπεδεύω	36	0.068
ἔμπυος	36	0.068
μενοινάω	35	0.066
διασύρω	35	0.066
ἐφορμάω	35	0.066
ἀρρωστέω	35	0.066
ἀστυνόμος	35	0.066
Ἀλκάθοος	35	0.066
Δόλοψ	35	0.066
ἀοίκητος	35	0.066
εὔχροος	35	0.066
ἔρευνα	35	0.066
ἀνδριαντοποιός	35	0.066
ὑφαντικός	35	0.066
ἐκκρούω	35	0.066
βάραθρον	35	0.066
μήνυσις	35	0.066
ὁλόκληρος	35	0.066
Μένανδρος	35	0.066
ὄνειαρ	35	0.066
εὐθυωρία	35	0.066
Καλυψώ	35	0.066
σμύρνα	35	0.066
μελαίνω	35	0.066
Χαιρεφῶν	35	0.066
ἔνορκος	35	0.066
διαδικάζω	35	0.066
διανήχομαι	35	0.066
Ξενοκράτης	35	0.066
ἐπισπεύδω	35	0.066
ἀκρώρεια	35	0.066
ἐδητύς	35	0.066
ὑπέρτερος	35	0.066
Μίλων	35	0.066
βαρύτης	35	0.066
δραπέτης	35	0.066
φυράω	35	0.066
κατάλληλος	35	0.066
Σικανός	35	0.066
προπηδάω	35	0.066
Ὀπούντιος	35	0.066
φιλοκίνδυνος	35	0.066
Ὀδύσσεια	35	0.066
Λέπρεον	35	0.066
ἀγνωμοσύνη	35	0.066
ὑπατικός	35	0.066
δυοκαίδεκα	35	0.066
ἑβδομαῖος	35	0.066
ἀνάδοσις	35	0.066
ῥόα	35	0.066
Ἰηοῦς	35	0.066
ἀνομοιότης	35	0.066
καθαρίζω	35	0.066
Ῥίον	35	0.066
μαινάς	35	0.066
ἀνδρόω	35	0.066
Τατίκιος	35	0.066
ἀποφθίνω	35	0.066
φιλοπονία	35	0.066
γλαυκός	35	0.066
ἔπαρχος	35	0.066
περιβολή	35	0.066
μαραίνω	35	0.066
τοὔνεκα	35	0.066
καίνυμαι	35	0.066
Πύλας	35	0.066
διαζεύγνυμι	35	0.066
Ἴσθμια	35	0.066
Πάνορμος	35	0.066
Οὐρανία	35	0.066
ἐντύνω	35	0.066
βότρυς	35	0.066
ἀριστοποιέω	35	0.066
πομπεύω	35	0.066
Ἀφαρεύς	35	0.066
δωμάτιον	35	0.066
ζʹ	35	0.066
σφετερίζω	35	0.066
ποτάμιος	35	0.066
Ἀναξίβιος	35	0.066
ἐκβιβάζω	35	0.066
πήρα	35	0.066
συνοικία	35	0.066
καλῴδιον	35	0.066
Αἴγιον	35	0.066
ἁγνεία	35	0.066
ἀλωή	35	0.066
Πολέμαρχος	35	0.066
Μελάμπους	35	0.066
ποτάομαι	35	0.066
Κεῖος	35	0.066
παθητικός	35	0.066
στέμμα	35	0.066
Βάττος	35	0.066
ξυρέω	35	0.066
φηγός	35	0.066
ἐπιχείρημα	35	0.066
Ἔρυξ	35	0.066
νηστεύω	35	0.066
αἴτησις	35	0.066
Ἀλυάττης	35	0.066
Φινεύς	35	0.066
Μενοίτιος	35	0.066
Ἀμβρακία	35	0.066
ὕψιστος	35	0.066
προφασίζομαι	35	0.066
προσφεύγω	35	0.066
κατείργω	35	0.066
περίμετρος	35	0.066
ταρσός	35	0.066
ἀπίθανος	35	0.066
δηλέομαι	35	0.066
Ἰωσήφ	35	0.066
Ναβουχοδονόσορος	35	0.066
κατακλυσμός	35	0.066
χαριστήριος	35	0.066
μητρυιά	35	0.066
κατοπτεύω	35	0.066
παρορμάω	35	0.066
ἀρχικός	35	0.066
ἐπαναχωρέω	35	0.066
ἑβδομάς	35	0.066
Κηφισόδοτος	35	0.066
Ἕλενος	35	0.066
πολλοστός	35	0.066
ἀμφικαλύπτω	35	0.066
ἀστρονομία	34	0.064
ἔκπτωσις	34	0.064
κεράμιον	34	0.064
προσκαρτερέω	34	0.064
ὑπεροψία	34	0.064
ἰγνύα	34	0.064
Βακχίδης	34	0.064
χλευάζω	34	0.064
γαιήοχος	34	0.064
πημονή	34	0.064
ἐπιτειχίζω	34	0.064
ἄντυξ	34	0.064
κυνηγέτης	34	0.064
Ἀξιός	34	0.064
χειρισμός	34	0.064
πλάξ	34	0.064
γεωμετρικός	34	0.064
Γάλλος	34	0.064
περιοδεύω	34	0.064
ἐγκαθίστημι	34	0.064
πλεονέκτημα	34	0.064
περίπλοος2	34	0.064
συλλογή	34	0.064
ἀμβροσία	34	0.064
πότιμος	34	0.064
ἑκάτερθε	34	0.064
κατατέμνω	34	0.064
τετραίνω	34	0.064
συγχράομαι	34	0.064
Παλαιστίνη	34	0.064
Κρότων	34	0.064
χέρνιψ	34	0.064
ἐρεείνω	34	0.064
